param, seed, node, throughput_bits, throughput_packets, loss_rate, collision_rate
0.072192513369, 9, 8, 2056428.68591, 108.566666667, 0.0, 0.0219219219219
0.072192513369, 9, 9, 526372.797342, 27.55, 0.0, 0.0
0.072192513369, 10, 0, 2087414.06364, 109.166666667, 0.0, 0.0206339712919
0.072192513369, 10, 1, 1042768.56776, 54.6166666667, 0.0, 0.0153245192308
0.072192513369, 10, 2, 2137159.98176, 111.283333333, 0.0, 0.00625093019795
0.072192513369, 10, 3, 1048309.74719, 55.7333333333, 0.0, 0.0141509433962
0.072192513369, 10, 4, 2602282.83822, 136.5, 0.0, 0.0285849839877
0.072192513369, 10, 5, 2594084.6203, 135.933333333, 0.0, 0.0322733744661
0.072192513369, 10, 6, 1084517.90897, 55.95, 0.0, 0.0
0.072192513369, 10, 7, 517371.519434, 27.2833333333, 0.0, 0.0
0.072192513369, 10, 8, 2051573.55193, 107.533333333, 0.0, 0.0256720024162
0.072192513369, 10, 9, 540616.679905, 28.1666666667, 0.0, 0.0
0.072192513369, 11, 0, 2081320.66792, 110.4, 0.0, 0.015750371471
0.072192513369, 11, 1, 1038085.09493, 55.05, 0.0, 0.0187165775401
0.072192513369, 11, 2, 2116979.37957, 110.866666667, 0.0, 0.00805249030719
0.072192513369, 11, 3, 1028938.69002, 53.75, 0.0, 0.0146654445463
0.072192513369, 11, 4, 2560045.30518, 135.566666667, 0.0, 0.0265677357587
0.072192513369, 11, 5, 2534976.4325, 134.15, 0.0, 0.0286024619841
0.072192513369, 11, 6, 1067961.58243, 55.7166666667, 0.0, 0.0
0.072192513369, 11, 7, 550756.509536, 28.35, 0.0, 0.0
0.072192513369, 11, 8, 2095959.75799, 110.483333333, 0.0, 0.021694214876
0.072192513369, 11, 9, 501282.120695, 27.1333333333, 0.0, 0.0
0.072192513369, 12, 0, 2055284.44148, 108.633333333, 0.0, 0.0155565624528
0.072192513369, 12, 1, 1037672.92874, 54.0, 0.0, 0.0187764990915
0.072192513369, 12, 2, 2083540.86276, 109.083333333, 0.0, 0.0054702932685
0.072192513369, 12, 3, 1028427.54833, 54.1666666667, 0.0, 0.0142553836821
0.072192513369, 12, 4, 2553751.85223, 134.683333333, 0.0, 0.0223808371643
0.072192513369, 12, 5, 2545187.75088, 134.35, 0.0, 0.0304305989897
0.072192513369, 12, 6, 1050602.03067, 54.9, 0.0, 0.0
0.072192513369, 12, 7, 525835.973548, 27.7333333333, 0.0, 0.0
0.072192513369, 12, 8, 2041092.90416, 107.816666667, 0.0, 0.0239891369946
0.072192513369, 12, 9, 536024.407146, 27.9833333333, 0.0, 0.0
0.072192513369, 13, 0, 2074297.54637, 108.716666667, 0.0, 0.0127137884062
0.072192513369, 13, 1, 1039326.96277, 54.1833333333, 0.0, 0.016933776837
0.072192513369, 13, 2, 2092779.47638, 110.1, 0.0, 0.0060186578393
0.072192513369, 13, 3, 1017233.25582, 54.3, 0.0, 0.0163043478261
0.072192513369, 13, 4, 2547617.49466, 134.866666667, 0.0, 0.0217601547389
0.072192513369, 13, 5, 2563807.86833, 134.883333333, 0.0, 0.0326320822376
0.072192513369, 13, 6, 1059720.72483, 55.4333333333, 0.0, 0.0
0.072192513369, 13, 7, 523761.269178, 27.1666666667, 0.0, 0.0
0.072192513369, 13, 8, 2057371.38865, 107.466666667, 0.0, 0.0245083207262
0.072192513369, 13, 9, 558517.685092, 28.4, 0.0, 0.0
0.072192513369, 14, 0, 2085752.19802, 109.783333333, 0.0, 0.0159844636988
0.072192513369, 14, 1, 1030551.11876, 54.75, 0.0, 0.0185240513893
0.072192513369, 14, 2, 2102644.15564, 110.616666667, 0.0, 0.00628836652193
0.072192513369, 14, 3, 1058944.89365, 54.8, 0.0, 0.0132052821128
0.072192513369, 14, 4, 2585611.12151, 136.066666667, 0.0, 0.0251940298507
0.072192513369, 14, 5, 2559506.57362, 134.183333333, 0.0, 0.0316333894636
0.072192513369, 14, 6, 1042199.35881, 55.2333333333, 0.0, 0.0
0.072192513369, 14, 7, 526135.881548, 27.1666666667, 0.0, 0.0
0.072192513369, 14, 8, 2058729.31347, 108.033333333, 0.0, 0.0215849056604
0.072192513369, 14, 9, 539213.903859, 27.65, 0.0, 0.0
0.072192513369, 15, 0, 2080572.36044, 108.65, 0.0, 0.0137670196672
0.072192513369, 15, 1, 1033295.1916, 54.2666666667, 0.0, 0.0139309509388
0.072192513369, 15, 2, 2102894.36817, 109.483333333, 0.0, 0.0072540426175
0.072192513369, 15, 3, 1058575.19531, 54.7166666667, 0.0, 0.0144100870609
0.072192513369, 15, 4, 2577860.41977, 134.983333333, 0.0, 0.0230398069964
0.072192513369, 15, 5, 2548816.42141, 133.466666667, 0.0, 0.0288624787776
0.072192513369, 15, 6, 1050180.44713, 55.0166666667, 0.0, 0.0
0.072192513369, 15, 7, 540164.382329, 28.0166666667, 0.0, 0.0
0.072192513369, 15, 8, 2052089.60551, 107.433333333, 0.0, 0.0249584026622
0.072192513369, 15, 9, 519499.148829, 27.2, 0.0, 0.0
0.072192513369, 16, 0, 2084373.62908, 110.0, 0.0, 0.0149253731343
0.072192513369, 16, 1, 1023440.83284, 53.8833333333, 0.0, 0.0146296860713
0.072192513369, 16, 2, 2103720.60601, 110.066666667, 0.0, 0.00751427712654
0.072192513369, 16, 3, 1016797.1944, 53.7666666667, 0.0, 0.0200486026731
0.072192513369, 16, 4, 2571565.79456, 135.3, 0.0, 0.0245133381399
0.072192513369, 16, 5, 2524592.4918, 132.883333333, 0.0, 0.0368446484658
0.072192513369, 16, 6, 1072386.57799, 55.95, 0.0, 0.0
0.072192513369, 16, 7, 523924.909002, 27.8, 0.0, 0.0
0.072192513369, 16, 8, 2056384.66702, 108.716666667, 0.0, 0.0227715355805
0.072192513369, 16, 9, 510602.30912, 26.9, 0.0, 0.0
0.072192513369, 17, 0, 2030884.05751, 108.816666667, 0.0, 0.0164206086171
0.072192513369, 17, 1, 1038168.01516, 55.2166666667, 0.0, 0.010749477456
0.072192513369, 17, 2, 2092195.38533, 111.1, 0.0, 0.00566825775656
0.072192513369, 17, 3, 1045248.43758, 54.9666666667, 0.0, 0.0184523809524
0.072192513369, 17, 4, 2545969.58244, 135.266666667, 0.0, 0.026508336332
0.072192513369, 17, 5, 2527424.53891, 134.7, 0.0, 0.0310514326819
0.072192513369, 17, 6, 1047890.26889, 55.7666666667, 0.0, 0.0
0.072192513369, 17, 7, 528380.410907, 27.5, 0.0, 0.0
0.072192513369, 17, 8, 2016257.74464, 107.816666667, 0.0, 0.0235471698113
0.072192513369, 17, 9, 528805.500917, 28.0, 0.0, 0.0
0.072192513369, 18, 0, 2063019.57877, 109.266666667, 0.0, 0.0117576123003
0.072192513369, 18, 1, 1019306.99896, 54.2, 0.0, 0.0204819277108
0.072192513369, 18, 2, 2085140.38594, 109.983333333, 0.0, 0.0104963262858
0.072192513369, 18, 3, 1034403.86859, 54.75, 0.0, 0.012030075188
0.072192513369, 18, 4, 2557816.51174, 135.266666667, 0.0, 0.0235803657363
0.072192513369, 18, 5, 2560437.65414, 134.85, 0.0, 0.0342563857723
0.072192513369, 18, 6, 1080003.92171, 56.1166666667, 0.0, 0.0
0.072192513369, 18, 7, 517937.793844, 27.5666666667, 0.0, 0.0
0.072192513369, 18, 8, 2025707.70085, 107.7, 0.0, 0.024161884627
0.072192513369, 18, 9, 538352.305687, 28.15, 0.0, 0.0
0.072192513369, 19, 0, 2083902.28502, 108.833333333, 0.0, 0.018045112782
0.072192513369, 19, 1, 1023337.95527, 54.4833333333, 0.0, 0.0174331229336
0.072192513369, 19, 2, 2091366.67801, 109.783333333, 0.0, 0.00753352418261
0.072192513369, 19, 3, 1013223.92277, 53.7333333333, 0.0, 0.0200607902736
0.072192513369, 19, 4, 2554418.80598, 135.333333333, 0.0, 0.0271953995447
0.072192513369, 19, 5, 2551370.24525, 134.916666667, 0.0, 0.0298418024928
0.072192513369, 19, 6, 1068022.97157, 55.5166666667, 0.0, 0.0
0.072192513369, 19, 7, 513232.187297, 27.4666666667, 0.0, 0.0
0.072192513369, 19, 8, 2046380.6818, 107.783333333, 0.0, 0.0250263832353
0.072192513369, 19, 9, 514286.881378, 27.7333333333, 0.0, 0.0
0.072192513369, 20, 0, 2079732.66541, 109.116666667, 0.0, 0.0099803417511
0.072192513369, 20, 1, 1033793.21024, 54.7166666667, 0.0, 0.0155922038981
0.072192513369, 20, 2, 2088056.06552, 110.083333333, 0.0, 0.00810932572458
0.072192513369, 20, 3, 1047300.33193, 54.6, 0.0, 0.0138470800722
0.072192513369, 20, 4, 2585394.74994, 135.166666667, 0.0, 0.0221847118399
0.072192513369, 20, 5, 2521064.04648, 133.483333333, 0.0, 0.0350602409639
0.072192513369, 20, 6, 1035154.75074, 55.1, 0.0, 0.0
0.072192513369, 20, 7, 509275.627282, 27.5166666667, 0.0, 0.0
0.072192513369, 20, 8, 2008182.95969, 107.55, 0.0, 0.0249320036265
0.072192513369, 20, 9, 523309.854869, 27.55, 0.0, 0.0
0.072192513369, 21, 0, 2100289.43606, 109.866666667, 0.0, 0.0164130110415
0.072192513369, 21, 1, 1048032.80785, 54.6833333333, 0.0, 0.0185462159737
0.072192513369, 21, 2, 2104226.1911, 109.783333333, 0.0, 0.00783250489532
0.072192513369, 21, 3, 1052945.12599, 54.2333333333, 0.0, 0.0157289776165
0.072192513369, 21, 4, 2596181.17223, 136.033333333, 0.0, 0.0242677824268
0.072192513369, 21, 5, 2546863.89256, 134.0, 0.0, 0.0320250421382
0.072192513369, 21, 6, 1054703.71554, 55.3166666667, 0.0, 0.0
0.072192513369, 21, 7, 518782.763807, 27.3, 0.0, 0.0
0.072192513369, 21, 8, 2046979.14399, 107.716666667, 0.0, 0.0241582364487
0.072192513369, 21, 9, 543718.068411, 28.2166666667, 0.0, 0.0
0.072192513369, 22, 0, 2091485.61373, 109.45, 0.0, 0.0148514851485
0.072192513369, 22, 1, 1018344.78443, 54.1666666667, 0.0, 0.0109555690809
0.072192513369, 22, 2, 2093458.87402, 110.583333333, 0.0, 0.0059925093633
0.072192513369, 22, 3, 1017223.56342, 54.6333333333, 0.0, 0.0108630054315
0.072192513369, 22, 4, 2553556.92337, 135.016666667, 0.0, 0.0216183574879
0.072192513369, 22, 5, 2563291.33591, 134.133333333, 0.0, 0.0273144790911
0.072192513369, 22, 6, 1082594.18158, 56.3833333333, 0.0, 0.0
0.072192513369, 22, 7, 523608.226949, 27.2333333333, 0.0, 0.0
0.072192513369, 22, 8, 2040466.01547, 107.1, 0.0, 0.0285714285714
0.072192513369, 22, 9, 527096.981093, 27.0833333333, 0.0, 0.0
0.072192513369, 23, 0, 2090086.39792, 109.583333333, 0.0, 0.0145383693046
0.072192513369, 23, 1, 1046738.31232, 55.0333333333, 0.0, 0.0198872068863
0.072192513369, 23, 2, 2107352.84657, 109.833333333, 0.0, 0.00812763395545
0.072192513369, 23, 3, 1040124.29456, 54.5833333333, 0.0, 0.0197545645016
0.072192513369, 23, 4, 2569692.94658, 135.483333333, 0.0, 0.025533445217
0.072192513369, 23, 5, 2564982.13042, 134.883333333, 0.0, 0.032285065168
0.072192513369, 23, 6, 1054137.4445, 54.9333333333, 0.0, 0.0
0.072192513369, 23, 7, 545787.732999, 28.6166666667, 0.0, 0.0
0.072192513369, 23, 8, 2085849.87667, 109.216666667, 0.0, 0.0265894236482
0.072192513369, 23, 9, 545132.466312, 28.4666666667, 0.0, 0.0
0.072192513369, 24, 0, 2063030.12779, 108.983333333, 0.0, 0.0190519051905
0.072192513369, 24, 1, 1062261.3503, 55.3, 0.0, 0.0160142348754
0.072192513369, 24, 2, 2084550.55151, 110.283333333, 0.0, 0.00749962501875
0.072192513369, 24, 3, 1034119.31389, 54.2333333333, 0.0, 0.0163240628779
0.072192513369, 24, 4, 2529111.94775, 134.433333333, 0.0, 0.0297124984963
0.072192513369, 24, 5, 2512261.189, 134.366666667, 0.0, 0.030193672561
0.072192513369, 24, 6, 1034933.70333, 55.3166666667, 0.0, 0.0
0.072192513369, 24, 7, 520661.228278, 27.2333333333, 0.0, 0.0
0.072192513369, 24, 8, 2039257.72887, 108.183333333, 0.0, 0.0265446910618
0.072192513369, 24, 9, 528698.022683, 27.7166666667, 0.0, 0.0
0.072192513369, 25, 0, 2076782.54251, 108.35, 0.0, 0.0154475238528
0.072192513369, 25, 1, 1038035.12017, 54.25, 0.0, 0.0157242213487
0.072192513369, 25, 2, 2111673.06237, 110.783333333, 0.0, 0.00805849873153
0.072192513369, 25, 3, 1012424.72718, 53.95, 0.0, 0.0187935738102
0.072192513369, 25, 4, 2528576.06584, 133.283333333, 0.0, 0.0266553067186
0.072192513369, 25, 5, 2547886.6312, 134.3, 0.0, 0.0347388596071
0.072192513369, 25, 6, 1094106.31519, 56.45, 0.0, 0.0
0.072192513369, 25, 7, 528533.160662, 27.45, 0.0, 0.0
0.072192513369, 25, 8, 2084607.30414, 108.683333333, 0.0, 0.0171816126601
0.072192513369, 25, 9, 529260.434631, 28.0666666667, 0.0, 0.0
0.072192513369, 26, 0, 2071000.72559, 109.45, 0.0, 0.0157374100719
0.072192513369, 26, 1, 1043312.07801, 54.4666666667, 0.0, 0.0120918984281
0.072192513369, 26, 2, 2120194.88513, 110.583333333, 0.0, 0.00777628233887
0.072192513369, 26, 3, 1063909.4219, 55.1, 0.0, 0.017825311943
0.072192513369, 26, 4, 2583678.79501, 135.7, 0.0, 0.026309495336
0.072192513369, 26, 5, 2572206.84482, 134.733333333, 0.0, 0.0327829624312
0.072192513369, 26, 6, 1074765.43783, 55.8166666667, 0.0, 0.0
0.072192513369, 26, 7, 513378.03118, 27.3666666667, 0.0, 0.0
0.072192513369, 26, 8, 2034828.37119, 107.433333333, 0.0, 0.0234812907135
0.072192513369, 26, 9, 528339.010182, 28.0666666667, 0.0, 0.0
0.072192513369, 27, 0, 2030717.2516, 107.483333333, 0.0, 0.0197598419213
0.072192513369, 27, 1, 1010480.89815, 54.1666666667, 0.0, 0.0139563106796
0.072192513369, 27, 2, 2069985.30169, 109.333333333, 0.0, 0.00726392251816
0.072192513369, 27, 3, 1034137.52993, 53.8666666667, 0.0, 0.0170316301703
0.072192513369, 27, 4, 2539582.30149, 133.633333333, 0.0, 0.0282390013332
0.072192513369, 27, 5, 2531698.83422, 132.85, 0.0, 0.0346372774615
0.072192513369, 27, 6, 1046182.92231, 55.05, 0.0, 0.0
0.072192513369, 27, 7, 530775.525896, 27.65, 0.0, 0.0
0.072192513369, 27, 8, 2020308.37593, 107.0, 0.0, 0.0235741444867
0.072192513369, 27, 9, 542915.738906, 28.0833333333, 0.0, 0.0
0.072192513369, 28, 0, 2036562.598, 108.6, 0.0, 0.0214746959003
0.072192513369, 28, 1, 1043328.70968, 55.1833333333, 0.0, 0.011346670648
0.072192513369, 28, 2, 2041748.19523, 108.616666667, 0.0, 0.0112274313458
0.072192513369, 28, 3, 1028738.26994, 54.4333333333, 0.0, 0.0203959208158
0.072192513369, 28, 4, 2521614.51884, 133.983333333, 0.0, 0.0324948850644
0.072192513369, 28, 5, 2513804.04501, 133.133333333, 0.0, 0.0360806081815
0.072192513369, 28, 6, 1022306.96063, 54.25, 0.0, 0.0
0.072192513369, 28, 7, 534883.003854, 27.7333333333, 0.0, 0.0
0.072192513369, 28, 8, 2028375.14186, 108.0, 0.0, 0.0257104194858
0.072192513369, 28, 9, 538393.449485, 27.9, 0.0, 0.0
0.072192513369, 29, 0, 2052099.86078, 108.2, 0.0, 0.0132238942088
0.072192513369, 29, 1, 1069635.36514, 55.35, 0.0, 0.0148323939484
0.072192513369, 29, 2, 2113690.4311, 110.3, 0.0, 0.00660462323627
0.072192513369, 29, 3, 1034771.01689, 54.1166666667, 0.0, 0.0151653017895
0.072192513369, 29, 4, 2573171.42024, 135.283333333, 0.0, 0.0198043714527
0.072192513369, 29, 5, 2528232.91718, 133.366666667, 0.0, 0.0286477300316
0.072192513369, 29, 6, 1057423.02892, 55.3, 0.0, 0.0
0.072192513369, 29, 7, 513210.454331, 27.1166666667, 0.0, 0.0
0.072192513369, 29, 8, 2041954.41198, 107.333333333, 0.0, 0.0205323193916
0.072192513369, 29, 9, 514478.969014, 27.5333333333, 0.0, 0.0
0.072192513369, 30, 0, 2114295.71821, 110.35, 0.0, 0.0175100163229
0.072192513369, 30, 1, 1040618.03233, 54.25, 0.0, 0.0151285930408
0.072192513369, 30, 2, 2125822.26112, 110.566666667, 0.0, 0.00792582623
0.072192513369, 30, 3, 1034124.99581, 53.9666666667, 0.0, 0.018192844148
0.072192513369, 30, 4, 2597674.61871, 135.983333333, 0.0, 0.0292682926829
0.072192513369, 30, 5, 2560725.47053, 134.1, 0.0, 0.0314192849404
0.072192513369, 30, 6, 1068274.82431, 55.7833333333, 0.0, 0.0
0.072192513369, 30, 7, 517185.998215, 27.4666666667, 0.0, 0.0
0.072192513369, 30, 8, 2076504.75748, 108.883333333, 0.0, 0.0227374719521
0.072192513369, 30, 9, 521431.878231, 26.9666666667, 0.0, 0.0
0.072192513369, 31, 0, 2095578.39347, 110.116666667, 0.0, 0.0128492454804
0.072192513369, 31, 1, 1058820.76853, 54.65, 0.0, 0.0249776984835
0.072192513369, 31, 2, 2110741.9559, 110.866666667, 0.0, 0.00834824090638
0.072192513369, 31, 3, 1034932.41084, 54.7166666667, 0.0, 0.0185351270553
0.072192513369, 31, 4, 2592700.50786, 136.4, 0.0, 0.0222222222222
0.072192513369, 31, 5, 2554937.4057, 134.866666667, 0.0, 0.0320574162679
0.072192513369, 31, 6, 1042562.41007, 55.1166666667, 0.0, 0.0
0.072192513369, 31, 7, 525590.341637, 27.4833333333, 0.0, 0.0
0.072192513369, 31, 8, 2069751.78884, 108.883333333, 0.0, 0.0257977930212
0.072192513369, 31, 9, 530389.27561, 27.5, 0.0, 0.0
0.072192513369, 32, 0, 2076200.65725, 108.783333333, 0.0, 0.0158323281062
0.072192513369, 32, 1, 1035288.80951, 54.2666666667, 0.0, 0.0139309509388
0.072192513369, 32, 2, 2083248.19725, 109.7, 0.0, 0.00933172787477
0.072192513369, 32, 3, 1041023.35259, 54.7833333333, 0.0, 0.0155735250075
0.072192513369, 32, 4, 2561610.6484, 134.75, 0.0, 0.0271928769101
0.072192513369, 32, 5, 2512609.08716, 133.383333333, 0.0, 0.0288799902924
0.072192513369, 32, 6, 1043987.94826, 55.15, 0.0, 0.0
0.072192513369, 32, 7, 538264.818589, 27.6, 0.0, 0.0
0.072192513369, 32, 8, 2062120.88179, 108.166666667, 0.0, 0.0239133704316
0.072192513369, 32, 9, 506292.031805, 27.0, 0.0, 0.0
0.072192513369, 33, 0, 2060123.17396, 108.85, 0.0, 0.0153776571687
0.072192513369, 33, 1, 1036058.65666, 54.1166666667, 0.0, 0.0154639175258
0.072192513369, 33, 2, 2067201.97069, 109.166666667, 0.0, 0.00757575757576
0.072192513369, 33, 3, 1029260.60471, 53.9166666667, 0.0, 0.0152207001522
0.072192513369, 33, 4, 2551641.71178, 135.016666667, 0.0, 0.0244460500963
0.072192513369, 33, 5, 2572666.25299, 134.5, 0.0, 0.029114533205
0.072192513369, 33, 6, 1048720.72985, 55.3833333333, 0.0, 0.0
0.072192513369, 33, 7, 532355.625961, 28.2166666667, 0.0, 0.0
0.072192513369, 33, 8, 2061868.81073, 108.5, 0.0, 0.0241343126967
0.072192513369, 33, 9, 545552.217871, 27.7166666667, 0.0, 0.0
0.072192513369, 34, 0, 2079044.12964, 109.333333333, 0.0, 0.0139786562453
0.072192513369, 34, 1, 1038537.96528, 54.8, 0.0, 0.0173341303048
0.072192513369, 34, 2, 2070684.74994, 109.25, 0.0, 0.0093698050476
0.072192513369, 34, 3, 1051282.61546, 55.0666666667, 0.0, 0.0143198090692
0.072192513369, 34, 4, 2556359.75614, 135.0, 0.0, 0.0242139501265
0.072192513369, 34, 5, 2533561.77297, 134.083333333, 0.0, 0.0288507967166
0.072192513369, 34, 6, 1038467.16385, 54.95, 0.0, 0.0
0.072192513369, 34, 7, 521370.13615, 27.6833333333, 0.0, 0.0
0.072192513369, 34, 8, 2032788.84364, 107.483333333, 0.0, 0.0259779489503
0.072192513369, 34, 9, 530183.046799, 27.85, 0.0, 0.0
0.072192513369, 35, 0, 2022211.94752, 108.066666667, 0.0, 0.0136902951019
0.072192513369, 35, 1, 998149.031436, 53.8333333333, 0.0, 0.0161437709412
0.072192513369, 35, 2, 2048769.66822, 108.35, 0.0, 0.00702611883305
0.072192513369, 35, 3, 1019429.1476, 53.7, 0.0, 0.0140758873929
0.072192513369, 35, 4, 2519280.50287, 133.766666667, 0.0, 0.0233633487467
0.072192513369, 35, 5, 2515701.48021, 133.416666667, 0.0, 0.0292262915353
0.072192513369, 35, 6, 1042889.95816, 54.6833333333, 0.0, 0.0
0.072192513369, 35, 7, 544676.373441, 27.8833333333, 0.0, 0.0
0.072192513369, 35, 8, 2044067.9271, 107.9, 0.0, 0.0222020842773
0.072192513369, 35, 9, 517745.677687, 27.6333333333, 0.0, 0.0
0.072192513369, 36, 0, 2074303.26929, 108.85, 0.0, 0.0129968263564
0.072192513369, 36, 1, 1049480.95751, 54.6833333333, 0.0, 0.016191904048
0.072192513369, 36, 2, 2091341.12505, 109.4, 0.0, 0.0111479361253
0.072192513369, 36, 3, 1045444.57074, 55.05, 0.0, 0.013146100986
0.072192513369, 36, 4, 2542174.82813, 133.883333333, 0.0, 0.0267748970196
0.072192513369, 36, 5, 2525453.62908, 133.166666667, 0.0, 0.0343243896543
0.072192513369, 36, 6, 1051657.04397, 55.1333333333, 0.0, 0.0
0.072192513369, 36, 7, 538249.861855, 27.6, 0.0, 0.0
0.072192513369, 36, 8, 2066717.67246, 107.633333333, 0.0, 0.0243239159994
0.072192513369, 36, 9, 529705.112197, 27.75, 0.0, 0.0
0.072192513369, 37, 0, 2085496.38859, 109.2, 0.0, 0.0176911544228
0.072192513369, 37, 1, 1027925.09942, 54.8666666667, 0.0, 0.0120048019208
0.072192513369, 37, 2, 2108304.85761, 110.833333333, 0.0, 0.00864639236732
0.072192513369, 37, 3, 1029528.86154, 54.2333333333, 0.0, 0.0151331719128
0.072192513369, 37, 4, 2564792.81244, 134.65, 0.0, 0.0274467316721
0.072192513369, 37, 5, 2573265.01061, 135.55, 0.0, 0.0317857142857
0.072192513369, 37, 6, 1077824.28258, 56.2833333333, 0.0, 0.0
0.072192513369, 37, 7, 521025.975572, 27.6666666667, 0.0, 0.0
0.072192513369, 37, 8, 2066818.93466, 108.85, 0.0, 0.0236208700852
0.072192513369, 37, 9, 528767.840662, 27.9166666667, 0.0, 0.0
0.072192513369, 38, 0, 2075723.71402, 107.75, 0.0, 0.0146319158665
0.072192513369, 38, 1, 1045039.21082, 53.8333333333, 0.0, 0.016443361754
0.072192513369, 38, 2, 2098010.15783, 109.933333333, 0.0, 0.00812030075188
0.072192513369, 38, 3, 1048357.22818, 55.6166666667, 0.0, 0.0135973987585
0.072192513369, 38, 4, 2567291.92869, 134.7, 0.0, 0.025678119349
0.072192513369, 38, 5, 2534874.6509, 133.866666667, 0.0, 0.0349633545597
0.072192513369, 38, 6, 1043367.71868, 55.1833333333, 0.0, 0.0
0.072192513369, 38, 7, 513352.076829, 27.4833333333, 0.0, 0.0
0.072192513369, 38, 8, 2041528.16578, 107.2, 0.0, 0.0211535534926
0.072192513369, 38, 9, 522580.791136, 27.4666666667, 0.0, 0.0
0.072192513369, 39, 0, 2065735.91231, 107.616666667, 0.0, 0.0173489575407
0.072192513369, 39, 1, 1037618.92822, 54.2, 0.0, 0.0133495145631
0.072192513369, 39, 2, 2088703.42359, 109.616666667, 0.0, 0.0066455218245
0.072192513369, 39, 3, 1072202.31305, 55.0666666667, 0.0, 0.0131421744325
0.072192513369, 39, 4, 2571541.80604, 134.45, 0.0, 0.0233656174334
0.072192513369, 39, 5, 2541373.25653, 134.083333333, 0.0, 0.0283816425121
0.072192513369, 39, 6, 1030855.78941, 55.0, 0.0, 0.0
0.072192513369, 39, 7, 536158.474524, 27.7, 0.0, 0.0
0.072192513369, 39, 8, 2071241.55381, 107.583333333, 0.0, 0.0209312907629
0.072192513369, 39, 9, 518689.904875, 27.7166666667, 0.0, 0.0
0.072192513369, 40, 0, 2063653.23697, 109.316666667, 0.0, 0.0148693301292
0.072192513369, 40, 1, 1030770.38401, 54.6833333333, 0.0, 0.0138262699128
0.072192513369, 40, 2, 2058430.25592, 109.283333333, 0.0, 0.00966621356291
0.072192513369, 40, 3, 1049698.58514, 54.6833333333, 0.0, 0.016191904048
0.072192513369, 40, 4, 2574868.16561, 135.7, 0.0, 0.0265423242468
0.072192513369, 40, 5, 2529715.32922, 133.633333333, 0.0, 0.0324604802703
0.072192513369, 40, 6, 1036483.60184, 54.5666666667, 0.0, 0.0
0.072192513369, 40, 7, 542745.576299, 28.1166666667, 0.0, 0.0
0.072192513369, 40, 8, 2049998.39083, 108.483333333, 0.0, 0.0222322367433
0.072192513369, 40, 9, 529507.537405, 27.7666666667, 0.0, 0.0
0.072192513369, 41, 0, 2076646.46726, 110.016666667, 0.0, 0.0146290491118
0.072192513369, 41, 1, 1057595.36019, 55.4833333333, 0.0, 0.0118729593351
0.072192513369, 41, 2, 2086719.0952, 110.566666667, 0.0, 0.0104415274463
